MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country, BudgetUSD , US_BoxOfficeUSD , Global_BoxOfficeUSD , Opening_Day_SalesUSD , One_Week_SalesUSD ,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor, Profit ,Profit%,Hit_Flop,Rating_Category
103,Story when should,Sci-Fi,1982,12-08-1982,USA," $3,66,21,112.33 "," $9,56,08,042.01 "," $14,56,23,169.50 "," $96,49,201.26 "," $4,77,69,043.68 ",6,73,2151,128,Mary Mitchell,Melissa Melendez," $10,90,02,057.17 ",297.65%,Hit,Good Performance
104,Market he suggest,Action,1982,23-11-1982,USA," $52,06,805.07 "," $69,29,767.71 "," $1,63,04,744.83 "," $18,19,017.66 "," $36,86,621.74 ",6.8,49,6809,600,Michelle Collins,Amber Willis," $1,10,97,939.76 ",213.14%,Hit,Good Performance
105,Ever standard fill,Drama,2005,03-06-2005,USA," $36,11,629.64 "," $19,74,872.18 "," $36,11,629.64 "," $2,22,872.11 "," $10,80,178.44 ",8,77,608,50,Michael Richards,Dawn Blake, $-   ,0.00%,Break_even,Excellent Performance
106,Debate clear light do,Thriller,1992,10-11-1992,USA," $70,34,189.13 "," $1,21,41,879.41 "," $2,69,03,394.87 "," $30,54,571.32 "," $64,65,379.56 ",9,78,4973,360,David Perez,Derrick Smith," $1,98,69,205.74 ",282.47%,Hit,Excellent Performance
107,Difference sport face,Comedy,2013,14-02-2013,USA," $1,83,66,087.81 "," $1,80,00,226.40 "," $3,12,38,452.83 "," $34,91,028.21 "," $1,03,74,090.07 ",5.7,47,8982,1909,Jeremy Ray,Peter Sanders," $1,28,72,365.02 ",70.09%,flop,Average
108,Official together sure,Thriller,2015,10-01-2015,USA," $23,11,364.60 "," $67,12,540.37 "," $96,29,496.96 "," $15,43,264.52 "," $31,40,444.79 ",6.4,60,1002,82,Michelle Collins,Kristin Cook," $73,18,132.36 ",316.62%,Hit,Good Performance
109,Cut success,Drama,2000,17-04-2000,USA," $10,58,26,404.70 "," $25,26,31,438.20 "," $45,90,62,513.60 "," $5,38,06,543.21 "," $14,11,53,308.20 ",6.8,64,12175,80,Janice Taylor,Daryl Douglas," $35,32,36,108.90 ",333.79%,Hit,Good Performance
110,Itself role,Comedy,2000,04-01-2000,USA," $39,60,232.64 "," $48,23,338.07 "," $1,14,22,177.25 "," $10,11,985.59 "," $23,91,087.99 ",6.4,76,17403,50,Michael Manning,Teresa Davis," $74,61,944.61 ",188.42%,Hit,Good Performance
111,Everybody provide skin occur,Action,1995,18-12-1995,Canada," $1,09,00,558.91 "," $87,94,361.56 "," $1,75,37,275.92 "," $15,72,973.69 "," $38,25,956.90 ",7.1,70,6820,50,Patricia Munoz,Melissa Mcgee," $66,36,717.01 ",60.88%,flop,Good Performance
112,Bar,Action,2001,23-08-2001,USA," $14,67,116.07 "," $24,27,931.73 "," $44,87,170.96 "," $4,21,658.06 "," $14,20,464.26 ",6,49,20081,50,Dr. Jonathan Long,Leonard Contreras," $30,20,054.89 ",205.85%,Hit,Good Performance
113,Health administration,Sci-Fi,2000,15-09-2000,USA," $15,37,625.71 "," $32,43,764.22 "," $59,80,646.57 "," $8,34,515.97 "," $17,35,535.31 ",6.1,60,235,618,David Lee,Michelle Thomas," $44,43,020.86 ",288.95%,Hit,Good Performance
114,Old course,Thriller,1965,11-04-1965,Japan," $5,25,651.50 "," $3,15,169.13 "," $5,89,519.63 "," $67,410.01 "," $1,78,174.32 ",6.6,69,5833,90,James Miller,Catherine Rogers," $63,868.13 ",12.15%,flop,Good Performance
115,Poor case,Horror,2002,03-10-2002,Canada," $2,90,38,890.56 "," $6,42,69,699.86 "," $9,30,11,939.18 "," $1,70,20,538.62 "," $3,36,84,876.44 ",7,77,1597,50,Melanie Olson,Shawn Washington," $6,39,73,048.62 ",220.30%,Hit,Good Performance
116,These example yourself,Comedy,1997,20-08-1997,USA," $24,89,181.02 "," $44,77,633.53 "," $87,55,541.21 "," $11,36,240.81 "," $25,34,272.41 ",7.3,76,29252,353,Jennifer Miller,Heather Williams," $62,66,360.19 ",251.74%,Hit,Good Performance
117,Dinner instead particularly,Drama,2013,16-06-2013,USA," $46,72,262.46 "," $46,03,358.26 "," $99,92,642.31 "," $9,05,282.69 "," $27,30,296.72 ",7,67,1842,50,Tracy Tucker,Patricia Keller," $53,20,379.85 ",113.87%,Hit,Good Performance
118,Strong summer,Documentary,2003,06-01-2003,USA," $27,14,156.97 "," $15,61,762.40 "," $27,14,156.97 "," $2,77,367.56 "," $8,04,000.83 ",5,43,10572,888,Hannah Camacho,Paul Glover, $-   ,0.00%,Break_even,Average
119,Course now,Comedy,1985,03-05-1985,USA," $1,70,27,926.54 "," $1,11,89,963.05 "," $1,70,27,926.54 "," $25,78,517.36 "," $45,27,574.68 ",6.4,61,1892,16043,Philip Simmons,Teresa Santos PhD, $-   ,0.00%,Break_even,Good Performance
120,Doctor,Comedy,1986,29-09-1986,USA," $86,02,015.64 "," $41,01,668.39 "," $91,40,502.14 "," $8,36,133.16 "," $18,85,149.10 ",8.4,92,1098,66,Paul Rogers,Stephen Cooper," $5,38,486.50 ",6.26%,flop,Excellent Performance
121,Ago every boy,Thriller,2010,06-09-2010,France," $1,74,27,391.09 "," $2,71,81,656.18 "," $6,34,99,344.57 "," $77,37,466.74 "," $1,63,03,642.92 ",6.3,71,3891,3800,Ashley Medina,Daniel Callahan," $4,60,71,953.48 ",264.37%,Hit,Good Performance
122,Member,Drama,1994,06-06-1994,UK," $4,41,449.74 "," $2,18,628.34 "," $4,41,449.74 "," $57,336.77 "," $1,08,152.34 ",8,68,1198,1553,Suzanne Gonzalez,Mark Smith, $-   ,0.00%,Break_even,Excellent Performance
123,Use area many,Comedy,2019,07-06-2019,China," $66,76,011.02 "," $82,78,990.76 "," $1,53,39,808.35 "," $10,23,916.91 "," $44,46,254.35 ",6.6,69,2714,308,Michelle Collins,Terry Martinez," $86,63,797.33 ",129.78%,Hit,Good Performance
124,Every place notice,Comedy,2021,24-03-2021,China," $71,84,310.79 "," $2,08,78,488.02 "," $3,22,99,503.95 "," $50,93,588.13 "," $1,02,61,130.67 ",5.7,55,6991,1029,Mary Mitchell,Russell Martin," $2,51,15,193.16 ",349.58%,Hit,Average
125,Market,Action,2014,10-10-2014,USA," $8,04,860.37 "," $13,90,840.47 "," $24,57,565.74 "," $3,24,751.63 "," $7,07,618.24 ",5.9,59,989,304,Jennifer Atkinson,Leonard Contreras," $16,52,705.37 ",205.34%,Hit,Average
126,Within,Horror,2006,06-06-2006,USA," $38,44,619.63 "," $78,88,249.67 "," $1,73,90,174.85 "," $13,83,874.10 "," $41,94,181.00 ",7.2,70,6905,50,Mark Moody,Valerie Dennis," $1,35,45,555.22 ",352.32%,Hit,Good Performance
127,Year final,Action,2014,28-05-2014,USA," $4,03,971.11 "," $2,07,485.37 "," $4,03,971.11 "," $38,103.37 "," $96,624.31 ",7.8,87,1998,272,Karen Barrett,John Strickland, $-   ,0.00%,Break_even,Good Performance
128,Chair deep development,Thriller,1959,13-07-1959,USA," $10,27,881.79 "," $17,25,767.97 "," $25,20,217.32 "," $3,00,693.41 "," $7,85,183.74 ",7.2,95,18806,258,Donna Hall,Shawna Bryant," $14,92,335.53 ",145.19%,Hit,Good Performance
129,Expert get,Comedy,2004,18-11-2004,USA," $67,38,796.95 "," $67,95,687.64 "," $1,10,60,464.26 "," $8,03,792.87 "," $30,85,891.19 ",8,84,25966,1124,Chad Peters MD,Lucas Collins," $43,21,667.31 ",64.13%,flop,Excellent Performance
130,Save better,Thriller,1996,05-10-1996,USA," $68,10,283.05 "," $1,12,40,103.16 "," $2,58,61,721.72 "," $13,26,285.20 "," $52,03,273.94 ",7.4,76,2709,50,Michael Chung,David Lopez," $1,90,51,438.67 ",279.75%,Hit,Good Performance
131,Design than a,Drama,1962,31-08-1962,USA," $4,43,90,059.55 "," $8,08,96,756.37 "," $15,97,39,148.70 "," $1,25,55,368.83 "," $4,74,17,104.78 ",4.5,36,5097,8034,Donna Hall,Becky Dean," $11,53,49,089.15 ",259.85%,Hit,Average
132,Clear trial some society,Romance,2013,26-10-2013,Australia," $57,13,641.30 "," $81,77,047.30 "," $1,36,65,459.06 "," $10,80,793.14 "," $35,52,288.78 ",5.4,68,4078,425,Charlotte Williams,Andrew Walker PhD," $79,51,817.76 ",139.17%,Hit,Average
133,Up instead avoid,Drama,2011,12-10-2011,UK," $47,76,779.09 "," $78,87,454.59 "," $1,13,29,652.59 "," $13,56,226.02 "," $33,18,264.83 ",10,87,14592,59,Janice Taylor,Thomas Sims," $65,52,873.50 ",137.18%,Hit,Excellent Performance
134,Amount manager reflect detail,Comedy,1964,09-11-1964,USA," $3,51,445.84 "," $3,31,907.75 "," $5,66,443.47 "," $84,028.11 "," $1,81,907.51 ",4.4,53,1462,50,Christopher Roach,Samantha Vargas," $2,14,997.63 ",61.18%,flop,Average
135,Possible yet,Comedy,2017,23-01-2017,Japan," $1,68,424.47 "," $2,12,657.28 "," $3,05,306.00 "," $55,217.29 "," $1,13,766.43 ",6.7,82,1717,1037,Tyler Sanchez,Leonard Contreras," $1,36,881.53 ",81.27%,flop,Good Performance
136,Picture would bad student,Sci-Fi,1992,03-11-1992,USA," $5,28,05,581.55 "," $4,76,27,412.53 "," $8,17,88,329.86 "," $1,32,14,750.83 "," $2,52,74,262.52 ",6,63,12626,565,Mark Moody,Jamie Cunningham," $2,89,82,748.31 ",54.89%,flop,Good Performance
137,Message remember model everything,Romance,1960,07-02-1960,UK," $56,82,724.38 "," $25,19,116.22 "," $56,82,724.38 "," $2,62,654.29 "," $13,99,609.96 ",6.8,60,7652,50,James Miller,Deanna Johnson, $-   ,0.00%,Break_even,Good Performance
138,Yet property fall,Horror,2006,05-03-2006,USA," $14,69,711.85 "," $32,76,156.30 "," $69,75,692.16 "," $5,13,714.25 "," $18,60,294.77 ",4.6,43,6891,257,Julie Maxwell,Timothy George," $55,05,980.31 ",374.63%,Hit,Average
139,This before,Comedy,1988,27-10-1988,USA," $23,77,856.68 "," $24,99,520.88 "," $37,09,086.01 "," $4,46,308.92 "," $12,60,006.56 ",4.4,45,1124,55,Brenda Smith,Christopher Rodgers," $13,31,229.33 ",55.98%,flop,Average
140,Machine operation,Horror,2006,08-04-2006,India," $21,06,945.15 "," $25,56,021.63 "," $41,58,819.71 "," $3,56,399.58 "," $13,80,263.20 ",6.4,79,8081,546,Robin Hooper,Melissa Mcgee," $20,51,874.56 ",97.39%,flop,Good Performance
141,Shake too,Horror,1964,03-04-1964,USA," $4,71,381.47 "," $2,68,877.33 "," $4,71,381.47 "," $73,120.11 "," $1,24,811.25 ",4.8,33,972,114,Anthony Rowland,Christopher Hurst, $-   ,0.00%,Break_even,Average
142,Identify nice,Comedy,2009,01-10-2009,USA," $8,33,017.26 "," $25,55,886.32 "," $37,91,670.53 "," $2,60,504.72 "," $11,08,373.62 ",5.3,48,2078,114,Jennifer Atkinson,Kristy Faulkner," $29,58,653.27 ",355.17%,Hit,Average
143,Decide body minute,Comedy,2001,10-10-2001,Japan," $3,97,591.44 "," $4,96,473.90 "," $8,34,291.71 "," $64,987.67 "," $2,63,571.68 ",5.5,55,4277,50,Darlene Murphy,Chelsea Armstrong," $4,36,700.27 ",109.84%,Hit,Average
144,Than appear middle,Comedy,2019,10-11-2019,India," $6,10,569.53 "," $4,01,814.48 "," $6,11,789.52 "," $81,650.04 "," $1,85,839.90 ",4.5,56,1588,312,Matthew Beck,Daniel Callahan," $1,219.99 ",0.20%,flop,Average
145,Itself social,Comedy,2017,14-03-2017,USA," $49,02,313.38 "," $31,35,864.14 "," $50,63,787.33 "," $5,50,854.59 "," $13,64,669.99 ",4.7,49,1006,547,Ryan Tate,Benjamin Mitchell," $1,61,473.95 ",3.29%,flop,Average
146,Yet,Comedy,1986,30-06-1986,USA," $15,32,49,538.00 "," $19,09,94,158.00 "," $47,07,87,809.80 "," $4,87,82,631.91 "," $9,19,74,780.17 ",5,47,1576,234,Jeremy Davis,Kristina Krause," $31,75,38,271.80 ",207.20%,Hit,Average
147,Green,Drama,2015,30-08-2015,USA," $7,08,977.73 "," $11,05,158.04 "," $25,79,589.80 "," $3,00,585.20 "," $6,49,445.87 ",9,94,292,1572,James Miller,Anthony Cross," $18,70,612.07 ",263.85%,Hit,Excellent Performance
148,When,Comedy,1961,14-08-1961,USA," $7,02,361.60 "," $10,35,002.90 "," $24,05,038.81 "," $2,48,675.97 "," $4,33,568.55 ",9,93,1304,2971,Benjamin Ray,Andrew Walker PhD," $17,02,677.21 ",242.42%,Hit,Excellent Performance
149,Example center man,Comedy,1997,21-02-1997,USA," $45,96,514.73 "," $53,23,003.82 "," $80,27,250.80 "," $10,64,374.83 "," $30,32,567.50 ",4.4,43,936,473,Brandon Fuller,Cynthia Little," $34,30,736.07 ",74.64%,flop,Average
150,Conference why final,Romance,2018,29-07-2018,USA," $1,00,000.00 "," $2,02,725.55 "," $3,83,806.38 "," $58,307.70 "," $88,747.14 ",8.8,93,10953,546,William Carpenter,Tami Miranda," $2,83,806.38 ",283.81%,Hit,Excellent Performance
151,Civil prove space,Thriller,2002,04-06-2002,USA," $72,07,610.59 "," $1,08,66,283.37 "," $2,63,99,574.33 "," $12,20,069.51 "," $57,78,348.11 ",7.8,89,6280,50,Jennifer Miller,Jeffrey Holloway," $1,91,91,963.74 ",266.27%,Hit,Good Performance
152,Letter itself girl guy,Thriller,2014,02-03-2014,USA," $38,80,973.09 "," $75,92,809.97 "," $1,74,76,813.65 "," $18,35,130.49 "," $44,22,801.23 ",8.2,78,5010,127,Gary Simmons,Mathew Castillo," $1,35,95,840.56 ",350.32%,Hit,Excellent Performance
153,Us check artist,Documentary,1999,24-11-1999,USA," $33,17,560.79 "," $49,42,744.69 "," $78,37,975.49 "," $7,75,700.75 "," $29,22,027.00 ",7.5,69,2071,261,Sonya Clark,Nicole Dawson," $45,20,414.70 ",136.26%,Hit,Good Performance
154,Black,Romance,2008,16-05-2008,USA," $53,58,045.63 "," $1,26,89,171.64 "," $1,95,24,549.88 "," $30,94,584.62 "," $74,49,263.02 ",6,52,550,223,Daniel Brown,Mary Wolfe," $1,41,66,504.25 ",264.40%,Hit,Good Performance
155,Forward,Romance,2006,02-09-2006,USA," $25,68,410.32 "," $24,21,533.78 "," $41,31,496.29 "," $3,54,857.93 "," $12,14,572.37 ",7.7,72,5806,4217,Amber Anderson,Mr. Michael Snyder," $15,63,085.97 ",60.86%,flop,Good Performance
156,Citizen fight maintain,Romance,1971,05-08-1971,USA," $16,45,230.88 "," $23,01,142.28 "," $42,41,157.97 "," $6,64,993.86 "," $13,29,645.81 ",6.7,57,100,778,Suzanne Gonzalez,Donald Franco," $25,95,927.09 ",157.78%,Hit,Good Performance
157,Apply,Thriller,1980,23-03-1980,Germany," $90,76,834.31 "," $95,56,883.93 "," $1,55,37,539.72 "," $19,20,322.60 "," $41,47,829.10 ",7.1,54,7637,201,Amber Anderson,Daniel Thompson," $64,60,705.41 ",71.18%,flop,Good Performance
158,Hotel bring,Drama,1998,24-09-1998,USA," $61,48,180.05 "," $1,19,36,014.34 "," $2,24,21,349.62 "," $35,14,004.73 "," $71,23,630.70 ",7,77,1813,763,Barbara Torres,Kimberly Johnson," $1,62,73,169.57 ",264.68%,Hit,Good Performance
159,Occur wrong,Horror,1982,15-02-1982,USA," $6,01,180.21 "," $15,49,587.15 "," $27,75,110.19 "," $4,51,580.40 "," $8,41,896.20 ",8.1,96,5564,724,Jerry Owens,Dustin Jackson," $21,73,929.98 ",361.61%,Hit,Excellent Performance
160,Despite relationship,Drama,1981,16-10-1981,UK," $26,26,597.98 "," $50,57,502.23 "," $94,55,136.38 "," $10,79,490.44 "," $24,76,618.13 ",8.1,98,4205,288,Sara Higgins,Jimmy Smith," $68,28,538.40 ",259.98%,Hit,Excellent Performance
161,Church nearly,Action,2014,24-08-2014,USA," $1,88,84,580.08 "," $2,00,51,844.18 "," $4,47,15,239.32 "," $28,56,881.73 "," $91,93,254.60 ",7.5,67,4634,132,Kimberly Barker,Miss Jennifer Parsons," $2,58,30,659.24 ",136.78%,Hit,Good Performance
162,Imagine leader receive,Horror,1979,16-06-1979,USA," $46,73,216.75 "," $72,63,656.97 "," $1,27,75,881.13 "," $11,52,113.62 "," $38,22,526.66 ",7.9,64,10357,206,Mrs. Hannah Campbell DDS,Lauren Horton," $81,02,664.38 ",173.39%,Hit,Good Performance
163,Sign low race,Drama,1994,21-02-1994,USA," $54,52,826.10 "," $1,40,53,076.41 "," $2,40,18,528.33 "," $27,26,395.01 "," $79,85,730.47 ",9.4,84,5837,50,Rachel Kirby,Brian Mccormick," $1,85,65,702.23 ",340.48%,Hit,Excellent Performance
164,However,Drama,2024,14-01-2024,USA," $39,17,095.00 "," $20,16,407.17 "," $39,17,095.00 "," $2,05,198.16 "," $10,39,096.00 ",6.1,70,729,1321,Samantha Campbell,Ian Williams, $-   ,0.00%,Break_even,Good Performance
165,Suggest fund,Thriller,1989,29-09-1989,Canada," $3,29,963.79 "," $2,84,015.29 "," $4,80,121.40 "," $45,819.87 "," $1,16,447.21 ",7.8,81,23359,42891,Jeffrey Myers MD,Matthew Simmons," $1,50,157.61 ",45.51%,flop,Good Performance
166,Consumer miss themselves,Drama,1970,25-05-1970,USA," $4,80,822.46 "," $3,10,923.84 "," $6,93,224.68 "," $80,945.25 "," $1,28,293.72 ",7.2,55,1089,438,Troy Cochran,David Castillo," $2,12,402.22 ",44.17%,flop,Good Performance
167,Several,Comedy,1989,03-12-1989,USA," $1,34,06,441.23 "," $1,80,74,520.98 "," $4,00,46,070.56 "," $33,13,439.70 "," $1,00,44,918.68 ",5.7,62,588,248,William Banks,Sydney Jordan," $2,66,39,629.33 ",198.71%,Hit,Average
168,Charge into,Comedy,1959,07-04-1959,USA," $4,79,045.41 "," $4,02,800.24 "," $7,12,140.52 "," $79,990.02 "," $1,65,545.87 ",6.4,67,924,2017,Julie Maxwell,Brittany Kelly," $2,33,095.11 ",48.66%,flop,Good Performance
169,Different about dinner,Horror,1995,29-07-1995,Germany," $43,73,875.87 "," $40,67,538.80 "," $93,83,807.75 "," $6,34,272.97 "," $21,71,364.72 ",6.5,79,2725,152,Janice Taylor,Stephanie Cervantes," $50,09,931.88 ",114.54%,Hit,Good Performance
170,Language figure bill,Thriller,2022,07-04-2022,UK," $3,74,184.17 "," $7,94,445.26 "," $11,58,830.40 "," $83,286.20 "," $3,48,961.52 ",6,55,4101,139,Dr. Michael Monroe,Ashley Juarez," $7,84,646.23 ",209.70%,Hit,Good Performance
171,President these plant,Comedy,1980,01-09-1980,USA," $75,92,246.92 "," $1,57,43,802.67 "," $3,38,15,401.33 "," $24,66,864.96 "," $74,10,383.62 ",8.9,89,8013,876,Robert Webster,Andrea Bowers," $2,62,23,154.41 ",345.39%,Hit,Excellent Performance
172,Give material room,Horror,2017,08-03-2017,USA," $5,64,685.05 "," $6,22,779.43 "," $13,71,854.56 "," $83,601.02 "," $3,57,314.10 ",6.9,78,763,82,Brooke Morales,Cynthia Little," $8,07,169.51 ",142.94%,Hit,Good Performance
173,Environment explain,Documentary,1989,15-11-1989,USA," $4,23,135.12 "," $7,66,137.07 "," $18,19,623.60 "," $2,05,198.01 "," $3,88,309.63 ",6.1,55,1897,188,Bryan Murray,Kimberly Smith," $13,96,488.48 ",330.03%,Hit,Good Performance
174,East suddenly notice,Documentary,2008,21-08-2008,USA," $19,80,395.61 "," $25,16,752.56 "," $43,08,695.48 "," $6,35,437.33 "," $14,09,730.85 ",6.8,73,4217,50,Faith Franklin,Jeanette Archer," $23,28,299.87 ",117.57%,Hit,Good Performance
175,Alone second expect,Drama,2005,03-04-2005,USA," $1,48,18,240.51 "," $2,73,72,179.88 "," $6,33,14,893.94 "," $56,14,560.59 "," $1,36,12,570.76 ",3.8,40,4899,1101,Kayla Young,Lawrence Thomas," $4,84,96,653.43 ",327.28%,Hit,Average
176,Detail,Thriller,1991,07-06-1991,India," $14,80,154.56 "," $20,19,589.78 "," $37,74,377.87 "," $2,54,123.99 "," $8,46,584.85 ",8.8,71,1183,2127,Benjamin Ray,Ashley Reeves," $22,94,223.31 ",155.00%,Hit,Excellent Performance
177,Response mission professor,Comedy,1990,17-06-1990,USA," $1,74,876.06 "," $2,08,121.79 "," $3,15,031.59 "," $59,323.58 "," $86,429.08 ",8.8,80,2946,466,Darrell Carlson,Joshua Willis," $1,40,155.53 ",80.15%,flop,Excellent Performance
178,Hear statement,Action,1999,07-12-1999,USA," $94,43,732.25 "," $1,46,40,426.31 "," $2,16,25,137.68 "," $31,88,650.26 "," $85,22,680.96 ",6.7,58,6989,50,David Morris,Mary Wolfe," $1,21,81,405.43 ",128.99%,Hit,Good Performance
179,Low fire strategy,Drama,1996,23-06-1996,USA," $1,06,69,060.97 "," $2,47,16,176.11 "," $4,74,15,096.86 "," $37,57,006.79 "," $1,39,31,217.55 ",6.1,76,3945,94,Karen Smith,Jennifer Cook," $3,67,46,035.89 ",344.42%,Hit,Good Performance
180,Base buy,Thriller,1996,03-02-1996,USA," $82,53,604.51 "," $53,16,843.91 "," $82,53,604.51 "," $12,60,856.78 "," $26,58,315.35 ",5.6,58,2105,2900,Michelle Collins,Eric Cooper, $-   ,0.00%,Break_even,Average
181,Arrive teacher firm north,Horror,2007,30-05-2007,China," $23,02,264.63 "," $38,85,872.97 "," $71,29,132.54 "," $8,65,043.40 "," $17,97,559.12 ",3.9,54,694,680,Jessica Singh,Christopher Tucker," $48,26,867.91 ",209.66%,Hit,Average
182,Lawyer beat foot,Romance,1971,29-04-1971,USA," $3,62,50,379.18 "," $2,74,59,011.86 "," $5,57,62,221.81 "," $55,66,233.86 "," $1,55,20,719.19 ",7.4,73,5544,242,David Perez,Eric Obrien," $1,95,11,842.63 ",53.83%,flop,Good Performance
183,Value something,Drama,2008,18-02-2008,France," $8,49,586.60 "," $4,40,161.13 "," $8,49,586.60 "," $48,409.98 "," $2,01,974.70 ",7.2,69,3056,1677,William Carpenter,Joseph Contreras, $-   ,0.00%,Break_even,Good Performance
184,Adult far surface,Comedy,1988,09-02-1988,Australia," $1,25,479.83 "," $2,62,667.92 "," $5,17,275.13 "," $75,835.58 "," $1,30,923.62 ",7.8,71,10043,50,Renee Campbell,Melissa Cunningham," $3,91,795.30 ",312.24%,Hit,Good Performance
185,Black,Thriller,2007,19-10-2007,Canada," $1,69,917.16 "," $98,945.47 "," $1,69,917.16 "," $11,770.14 "," $57,667.72 ",6.7,47,4298,317,Jerry Owens,Anthony Rhodes, $-   ,0.00%,Break_even,Good Performance
186,Agree hour,Action,1992,07-02-1992,USA," $14,19,564.07 "," $34,22,598.07 "," $57,40,629.53 "," $6,21,229.41 "," $17,90,155.51 ",6.8,38,61619,250,Jeffrey Neal,Christopher Hurst," $43,21,065.46 ",304.39%,Hit,Good Performance
187,Carry story,Horror,2011,15-10-2011,UK," $1,44,23,997.49 "," $89,54,678.84 "," $1,44,23,997.49 "," $24,59,109.84 "," $43,15,252.90 ",6.5,79,551,287,Jerry Owens,Duane Fletcher DDS, $-   ,0.00%,Break_even,Good Performance
188,Benefit ten,Horror,1964,17-06-1964,USA," $15,19,310.20 "," $11,51,469.87 "," $22,40,092.93 "," $2,22,087.72 "," $5,04,217.85 ",7,58,24538,2602,Albert Phillips,David Hart," $7,20,782.73 ",47.44%,flop,Good Performance
189,Accept magazine whole,Drama,2004,19-12-2004,USA," $85,61,421.59 "," $52,63,710.76 "," $85,61,421.59 "," $10,00,869.27 "," $21,15,486.46 ",6.6,64,18340,7701,Charlotte Williams,Jennifer Moore, $-   ,0.00%,Break_even,Good Performance
190,Yes control,Action,2020,31-05-2020,USA," $4,84,085.27 "," $6,31,281.64 "," $13,28,559.09 "," $1,66,550.40 "," $3,56,365.55 ",7,73,785,628,Dr. Jonathan Long,Lawrence Thomas," $8,44,473.82 ",174.45%,Hit,Good Performance
191,Big,Drama,2020,08-04-2020,USA," $6,80,047.43 "," $3,31,992.92 "," $6,80,047.43 "," $73,221.63 "," $1,46,564.42 ",8.3,74,2519,313,Courtney Reynolds,Sandra Brown, $-   ,0.00%,Break_even,Excellent Performance
192,Concern,Thriller,1984,01-05-1984,USA," $9,79,849.52 "," $19,07,940.78 "," $31,52,960.41 "," $3,25,971.29 "," $8,98,655.40 ",8.4,81,6148,50,Jessica Singh,Patrick Barnett," $21,73,110.89 ",221.78%,Hit,Excellent Performance
193,Group behavior,Horror,2015,11-06-2015,India," $4,15,521.29 "," $7,02,042.46 "," $12,40,912.38 "," $92,840.00 "," $2,86,255.75 ",5.3,35,678,171,William Walker,Richard Davis," $8,25,391.09 ",198.64%,Hit,Average
194,Doctor structure by hit,Action,1962,04-09-1962,USA," $97,21,195.70 "," $2,74,55,471.10 "," $4,67,90,286.46 "," $38,15,169.69 "," $1,40,64,389.88 ",5.3,42,91502,2628,Megan Sharp,Jamie Cunningham," $3,70,69,090.76 ",381.32%,Hit,Average
195,After rest act,Romance,1958,03-02-1958,USA," $4,82,339.28 "," $8,25,424.66 "," $16,41,837.30 "," $1,56,515.42 "," $4,05,958.07 ",5.8,58,452,2242,Crystal Harris,Andrew Lyons," $11,59,498.02 ",240.39%,Hit,Average
196,Other perform,Romance,2012,10-02-2012,USA," $53,39,740.90 "," $54,88,779.63 "," $94,83,993.84 "," $9,04,150.80 "," $28,91,173.35 ",7.2,55,4565,50,Benjamin Ray,Jennifer Hall," $41,44,252.94 ",77.61%,flop,Good Performance
197,Hundred wear him,Thriller,1987,11-11-1987,China," $25,10,446.40 "," $16,09,983.12 "," $25,10,446.40 "," $2,09,398.63 "," $8,34,311.37 ",10,96,3571,1964,Matthew Beck,Meghan Johnson, $-   ,0.00%,Break_even,Excellent Performance
